loanId,payFrequency,apr,nPaidOff,loanAmount,originallyScheduledPaymentAmount,state,leadType,leadCost,fpStatus,hasCF,default,timeToApprove,clearfraudscore
LL-I-12631997,0,645.0,0.0,500.0,1559.57,15,4,25,1,1,0,2.0,827.0
LL-I-12960362,4,645.0,0.0,650.0,2239.77,14,0,3,1,1,0,1.0,456.0
LL-I-05345478,0,360.0,0.0,400.0,818.02,12,4,60,1,1,0,29.0,759.0
LL-I-09766926,4,251.0,0.0,2600.0,6958.5,3,7,0,3,1,0,15.0,787.0
LL-I-18450443,2,360.0,0.0,400.0,781.19,12,0,3,3,1,0,2.0,738.0
LL-I-04794842,0,601.0,0.0,600.0,1867.27,21,0,6,1,1,0,24.0,508.0
LL-I-10643339,0,360.0,0.0,350.0,751.77,12,0,6,1,1,0,2.0,755.0
LL-I-18093095,2,645.0,0.0,500.0,1604.48,29,6,0,1,1,0,2.0,751.0
LL-I-06938404,2,199.0,0.0,3000.0,7011.04,3,7,0,3,1,0,9.0,791.0
LL-I-18467070,4,180.2,0.0,500.0,765.83,4,4,10,1,1,0,0.0,905.0
LL-I-15301860,3,590.0,0.0,300.0,907.54,19,4,10,1,1,0,0.0,780.0
LL-I-06111081,4,590.0,0.0,600.0,1793.77,13,4,6,1,1,0,0.0,764.0
LL-I-14469859,0,680.0,0.0,400.0,1278.97,34,4,25,1,1,0,2.0,764.0
LL-I-12255183,4,590.0,0.0,800.0,2533.66,16,0,3,1,1,0,49.0,702.0
LL-I-01122537,0,390.0,0.0,300.0,662.95,19,6,3,1,1,0,1.0,762.0
LL-I-17919288,0,359.0,0.0,1000.0,2086.04,36,4,25,1,1,0,0.0,831.0
LL-I-10130865,0,540.0,1.0,801.0,2216.51,21,6,0,1,1,0,3.0,690.0
LL-I-04977276,0,601.0,0.0,600.0,1805.68,21,6,0,1,1,0,211.0,690.0
LL-I-18195928,0,590.0,0.0,600.0,1712.45,27,4,25,3,1,0,0.0,619.0
LL-I-13478772,4,681.0,0.0,300.0,1076.31,17,0,3,1,1,0,0.0,572.0
LL-I-15600921,4,645.0,0.0,500.0,1714.56,20,0,6,1,1,0,1.0,580.0
LL-I-15477152,0,650.0,0.0,350.0,1209.53,33,0,6,3,1,0,22.0,561.0
LL-I-09116666,4,650.0,0.0,300.0,1023.35,27,0,3,1,1,0,1.0,672.0
LL-I-02078884,0,590.0,0.0,700.0,2151.79,27,0,10,1,1,0,0.0,697.0
LL-I-18427995,3,359.0,0.0,600.0,1129.6,36,0,3,1,1,0,0.0,758.0
LL-I-17096884,0,590.0,0.0,800.0,2382.68,27,4,40,3,1,0,3.0,537.0
LL-I-15565043,4,645.0,0.0,325.0,1109.07,7,4,25,1,1,0,4.0,713.0
LL-I-18014820,4,359.0,0.0,900.0,1843.45,36,4,25,3,1,0,0.0,701.0
LL-I-07080492,0,590.0,0.0,350.0,1076.46,13,4,25,1,1,0,8.0,789.0
LL-I-12937456,3,590.0,0.0,300.0,892.58,19,0,6,1,1,0,0.0,545.0
LL-I-08514115,0,650.0,0.0,250.0,873.21,17,4,10,1,1,0,112.0,612.0
LL-I-18374908,0,360.0,0.0,500.0,1045.32,12,4,40,1,1,0,0.0,516.0
LL-I-16946667,0,180.2,0.0,500.0,748.87,4,4,25,1,1,0,0.0,731.0
LL-I-03358558,0,449.99,0.0,500.0,1137.93,38,4,100,1,1,0,0.0,800.0
LL-I-13115842,4,645.0,0.0,800.0,2756.59,24,6,0,1,1,0,145.0,611.0
LL-I-17926499,0,590.0,4.0,1000.0,3039.96,7,6,0,1,1,0,0.0,838.0
LL-I-17138142,4,590.0,3.0,500.0,1583.26,7,6,0,1,1,0,22.0,838.0
LL-I-05093803,4,601.0,0.0,600.0,1834.92,21,0,6,1,1,0,0.0,689.0
LL-I-09785691,0,590.0,0.0,600.0,1944.84,27,0,3,1,1,0,54.0,439.0
LL-I-08817005,2,590.0,0.0,500.0,1248.99,27,0,3,1,1,0,24.0,820.0
LL-I-10199880,2,590.0,1.0,2000.0,5676.21,27,6,0,3,1,0,21.0,820.0
LL-I-04133072,4,449.99,0.0,600.0,852.57,38,4,40,1,1,0,216.0,851.0
LL-I-09454686,0,360.0,0.0,500.0,1074.14,12,0,3,1,1,0,116.0,797.0
LL-I-13095617,4,645.0,0.0,500.0,1705.72,15,4,6,1,1,0,0.0,804.0
LL-I-11641570,0,590.0,0.0,325.0,973.23,7,0,10,0,1,0,46.0,755.0
LL-I-12841224,0,680.0,0.0,500.0,1704.04,34,0,6,1,1,0,49.0,650.0
LL-I-12827892,0,645.0,0.0,300.0,1053.4,24,4,6,3,1,0,0.0,853.0
LL-I-03464311,0,390.0,1.0,500.0,1063.14,34,6,0,3,1,1,0.0,579.0
LL-I-14189613,2,645.0,0.0,400.0,1360.84,29,4,10,3,1,0,0.0,733.0
LL-I-00678486,0,475.0,0.0,500.0,1220.88,27,4,40,1,1,0,19.0,750.0
LL-I-13431049,0,645.0,0.0,300.0,921.37,2,6,0,1,1,0,94.0,768.0
LL-I-08511593,1,360.0,0.0,500.0,1089.38,12,4,40,1,1,0,0.0,754.0
LL-I-09439031,4,590.0,0.0,400.0,1245.6,27,0,10,3,1,0,28.0,544.0
LL-I-12336208,4,645.0,0.0,450.0,1535.15,7,0,3,1,1,0,340.0,526.0
LL-I-06031107,4,590.0,0.0,600.0,1756.86,17,6,0,1,1,0,5.0,787.0
LL-I-16282610,0,590.0,0.0,600.0,1861.47,27,4,25,1,1,0,0.0,662.0
LL-I-18175685,0,680.0,0.0,350.0,1118.72,34,4,40,3,1,0,0.0,584.0
LL-I-12069704,0,590.0,0.0,350.0,1062.32,7,6,0,1,1,0,5.0,613.0
LL-I-04077853,4,360.0,0.0,400.0,822.36,12,0,6,1,1,0,0.0,638.0
LL-I-14854211,0,650.0,0.0,300.0,993.07,17,4,25,1,1,0,0.0,698.0
LL-I-12080849,2,490.0,1.0,500.0,1374.39,19,6,0,3,1,0,108.0,801.0
LL-I-18097389,0,171.0,0.0,3500.0,7368.45,8,4,40,1,1,0,26.0,683.0
LL-I-09123689,0,324.0,1.0,1125.0,2342.77,12,6,0,1,1,0,0.0,770.0
LL-I-09683464,4,590.0,0.0,500.0,1597.34,27,0,6,1,1,0,18.0,686.0
LL-I-16769782,3,590.0,0.0,1250.0,3883.63,27,4,25,3,1,0,7.0,775.0
LL-I-16299620,3,359.0,0.0,500.0,999.55,36,4,25,1,1,0,0.0,535.0
LL-I-02921600,0,590.0,0.0,600.0,1757.9,27,6,0,1,1,0,15.0,754.0
LL-I-03073286,0,449.99,0.0,500.0,1214.72,38,0,6,3,1,0,0.0,651.0
LL-I-09711362,0,324.0,1.0,500.0,991.92,12,0,6,1,1,0,90.0,731.0
LL-I-10038277,0,501.5,2.0,1250.0,3217.33,27,6,0,1,1,0,2.0,901.0
LL-I-01720330,0,590.0,0.0,800.0,2459.44,27,4,75,1,1,0,25.0,901.0
LL-I-18312846,0,590.0,0.0,500.0,1605.21,27,4,25,1,1,0,0.0,623.0
LL-I-06020725,0,601.0,0.0,600.0,1852.53,31,0,3,1,1,0,0.0,706.0
LL-I-12865219,0,645.0,0.0,400.0,1404.76,18,0,3,1,1,0,40.0,726.0
LL-I-18072510,0,590.0,0.0,1000.0,2936.72,27,4,40,1,1,0,0.0,835.0
LL-I-06621416,0,590.0,0.0,350.0,1065.14,27,0,6,1,1,0,17.0,639.0
LL-I-06269631,4,360.0,0.0,500.0,1037.47,12,0,6,1,1,0,0.0,778.0
LL-I-17353217,4,590.0,0.0,1800.0,5720.52,27,4,40,1,1,0,4.0,771.0
LL-I-09795761,0,590.0,0.0,1000.0,3261.78,32,7,0,3,1,0,43.0,865.0
LL-I-17632911,4,180.2,0.0,500.0,773.15,4,4,40,1,1,0,12.0,818.0
LL-I-15338106,2,680.0,0.0,400.0,1375.61,34,0,6,1,1,0,1.0,542.0
LL-I-13104629,0,360.0,0.0,1000.0,2090.87,12,7,0,1,1,0,24.0,764.0
LL-I-17998882,0,645.0,0.0,500.0,1746.95,29,4,25,1,1,0,4.0,851.0
LL-I-12684329,4,645.0,0.0,300.0,1039.69,7,0,10,3,1,0,0.0,677.0
LL-I-13631201,4,645.0,0.0,700.0,2366.01,16,4,25,1,1,0,0.0,712.0
LL-I-17995631,0,590.0,0.0,600.0,1811.79,27,4,40,1,1,0,0.0,665.0
LL-I-07580942,0,590.0,0.0,350.0,1013.35,13,0,3,1,1,0,11.0,795.0
LL-I-10317129,0,490.0,0.0,400.0,1044.52,19,0,6,3,1,0,52.0,574.0
LL-I-17792703,0,645.0,0.0,1500.0,4606.13,29,4,25,1,1,0,2.0,720.0
LL-I-12740275,0,645.0,0.0,500.0,1755.78,7,0,3,3,1,0,0.0,630.0
LL-I-10672289,1,390.0,3.0,1000.0,2259.22,34,7,0,1,1,0,26.0,758.0
LL-I-17736371,0,680.0,0.0,500.0,1826.44,34,4,25,1,1,0,0.0,609.0
LL-I-07155779,4,601.0,0.0,600.0,1790.34,31,0,6,1,1,0,20.0,450.0
LL-I-18083600,0,590.0,0.0,500.0,1605.21,27,4,25,1,1,0,21.0,660.0
LL-I-09901114,0,324.0,1.0,1500.0,3122.47,12,6,0,1,1,0,6.0,905.0
LL-I-12029209,4,490.0,0.0,500.0,1335.48,19,0,10,1,1,0,3.0,616.0
LL-I-12254262,0,590.0,1.0,1200.0,3561.08,27,6,0,1,1,0,72.0,836.0
LL-I-12691089,4,645.0,0.0,400.0,1351.09,15,0,3,1,1,0,4.0,580.0
LL-I-11816649,2,325.0,0.0,300.0,608.54,34,7,0,1,1,0,25.0,733.0
LL-I-09131043,0,585.0,1.0,300.0,838.74,27,6,0,1,1,0,14.0,679.0
LL-I-05081946,0,681.0,0.0,300.0,942.9,27,0,6,1,1,0,0.0,679.0
LL-I-16120828,0,359.0,0.0,500.0,970.27,36,0,3,1,1,0,0.0,648.0
LL-I-07380559,4,601.0,0.0,800.0,2440.35,21,4,25,3,1,0,3.0,785.0
LL-I-08188423,4,360.0,0.0,1000.0,2179.32,12,4,3,1,1,0,48.0,707.0
LL-I-17771793,0,315.0,2.0,600.0,1228.61,12,6,0,1,1,0,27.0,421.0
LL-I-15935922,0,359.0,0.0,1800.0,3725.83,36,4,25,1,1,0,0.0,893.0
LL-I-09732847,0,325.0,0.0,300.0,1019.55,27,7,0,1,1,0,75.0,770.0
LL-I-01919155,0,590.0,0.0,400.0,1223.28,27,0,3,3,1,0,6.0,497.0
LL-I-12509963,2,590.0,0.0,400.0,1207.34,24,4,6,3,1,0,7.0,727.0
LL-I-06124914,3,159.0,0.0,2600.0,8633.76,3,6,0,1,1,0,22.0,871.0
LL-I-13349370,0,645.0,0.0,400.0,1404.76,7,0,6,1,1,0,28.0,656.0
LL-I-12563695,0,645.0,0.0,300.0,1042.8,7,4,25,1,1,0,4.0,769.0
LL-I-15283750,0,645.0,0.0,350.0,1223.15,20,0,3,1,1,0,20.0,547.0
LL-I-14513580,0,645.0,0.0,400.0,1382.74,7,0,3,1,1,0,12.0,681.0
LL-I-05036089,0,590.0,0.0,500.0,1424.24,33,4,40,3,1,0,16.0,807.0
LL-I-13294766,0,590.0,0.0,1250.0,4053.57,17,4,6,1,1,0,0.0,850.0
LL-I-02166793,4,590.0,0.0,350.0,1040.35,27,0,6,1,1,0,2.0,551.0
LL-I-14277109,0,680.0,0.0,500.0,1677.3,34,4,25,1,1,0,2.0,634.0
LL-I-11340685,4,590.0,0.0,300.0,963.85,7,0,6,3,1,0,26.0,587.0
LL-I-08865073,0,531.0,1.0,500.0,1340.66,27,6,0,1,1,0,0.0,772.0
LL-I-09958888,4,381.65,1.0,300.0,418.55,38,6,0,1,1,0,5.0,680.0
LL-I-06153232,4,449.99,0.0,200.0,287.56,38,0,6,1,1,0,0.0,680.0
LL-I-10048322,4,590.0,0.0,800.0,2516.71,13,6,0,1,1,0,23.0,667.0
LL-I-09437424,4,490.0,0.0,700.0,1913.96,19,6,0,3,1,0,7.0,677.0
LL-I-12166624,4,590.0,0.0,400.0,1279.61,1,0,3,1,1,0,8.0,489.0
LL-I-12687014,0,645.0,0.0,375.0,1278.01,29,4,25,1,1,0,0.0,632.0
LL-I-11383059,0,590.0,0.0,400.0,1292.41,7,0,10,1,1,0,1.0,687.0
LL-I-16664980,3,645.0,0.0,300.0,913.95,26,6,0,1,1,0,7.0,583.0
LL-I-17087503,2,359.0,0.0,600.0,1130.25,36,0,3,1,1,0,1.0,721.0
LL-I-17273419,0,359.0,0.0,1800.0,3580.23,36,4,25,3,1,0,5.0,826.0
LL-I-12445828,4,590.0,0.0,1300.0,4179.03,7,0,3,1,1,0,1.0,832.0
LL-I-02641166,0,625.0,0.0,350.0,1114.65,27,0,6,3,1,0,1.0,503.0
LL-I-14980921,3,590.0,0.0,400.0,1247.25,33,0,3,1,1,0,5.0,597.0
LL-I-05143409,0,625.0,0.0,500.0,1686.16,27,4,25,3,1,0,1.0,874.0
LL-I-12917181,4,590.0,0.0,600.0,1907.03,13,0,3,1,1,0,1.0,512.0
LL-I-03426939,4,601.0,0.0,600.0,1838.17,31,0,6,1,1,0,0.0,713.0
LL-I-06337212,4,590.0,0.0,375.0,1127.21,33,0,10,1,1,0,1.0,523.0
LL-I-09372480,0,590.0,0.0,600.0,1909.16,27,0,3,3,1,0,69.0,564.0
LL-I-06765060,0,199.0,0.0,3000.0,6495.33,3,7,0,1,1,0,14.0,801.0
LL-I-13129705,2,590.0,0.0,300.0,810.33,19,6,0,3,1,0,18.0,731.0
LL-I-18012838,0,590.0,0.0,600.0,1935.88,27,4,40,1,1,0,0.0,624.0
LL-I-10341878,4,681.0,0.0,300.0,1069.45,27,0,6,1,1,0,3.0,740.0
LL-I-12535406,0,590.0,0.0,400.0,1298.88,7,0,10,1,1,0,0.0,733.0
LL-I-02622349,4,360.0,0.0,325.0,674.05,12,0,3,1,1,0,0.0,666.0
LL-I-12157386,4,360.0,0.0,300.0,670.43,12,0,3,1,1,0,53.0,593.0
LL-I-18143501,4,360.0,1.0,350.0,769.56,12,6,0,1,1,0,0.0,593.0
LL-I-10146414,2,590.0,0.0,600.0,1618.98,27,6,0,3,1,0,17.0,710.0
LL-I-07487824,0,360.0,0.0,300.0,614.28,12,0,3,1,1,0,24.0,802.0
LL-I-12545607,0,590.0,0.0,1500.0,4405.44,17,4,6,3,1,0,40.0,901.0
LL-I-07084551,4,590.0,0.0,800.0,2417.52,13,4,40,1,1,0,6.0,841.0
LL-I-13186940,4,590.0,0.0,400.0,1277.94,13,0,3,1,1,0,24.0,598.0
LL-I-12417181,4,490.0,0.0,600.0,1665.2,19,0,3,3,1,0,2.0,543.0
LL-I-17526104,0,359.0,0.0,1000.0,1908.09,36,4,40,1,1,0,0.0,778.0
LL-I-13628958,0,650.0,0.0,350.0,1090.64,17,4,25,1,1,0,0.0,635.0
LL-I-14153621,4,645.0,0.0,600.0,2067.59,24,6,0,1,1,0,112.0,775.0
LL-I-17990506,0,490.0,0.0,600.0,1566.77,19,4,40,1,1,0,0.0,622.0
LL-I-10301380,0,590.0,0.0,350.0,1141.47,32,0,3,1,1,0,6.0,601.0
LL-I-13098273,0,645.0,0.0,800.0,2456.22,37,4,25,1,1,0,0.0,880.0
LL-I-09148448,4,449.0,0.0,400.0,591.81,38,0,3,1,1,0,98.0,649.0
LL-I-05103575,4,601.0,0.0,600.0,1830.29,21,0,3,1,1,0,5.0,587.0
LL-I-17657348,0,590.0,0.0,500.0,1631.82,38,4,40,3,1,0,0.0,578.0
LL-I-12867708,0,645.0,0.0,400.0,1397.69,20,0,3,1,1,0,71.0,583.0
LL-I-12903131,0,645.0,0.0,700.0,2445.77,24,4,10,1,1,0,0.0,764.0
LL-I-08660504,4,490.0,0.0,1250.0,3435.34,19,4,75,3,1,0,11.0,824.0
LL-I-08991061,4,590.0,0.0,500.0,1580.99,33,4,40,1,1,0,14.0,862.0
LL-I-09508566,4,590.0,1.0,2000.0,6355.25,33,6,0,1,1,0,1.0,862.0
LL-I-13537684,0,590.0,0.0,1500.0,4497.08,38,4,10,1,1,0,0.0,885.0
LL-I-12437234,4,590.0,0.0,500.0,1591.34,37,0,3,1,1,0,0.0,690.0
LL-I-12342807,0,565.0,3.0,600.0,1864.53,3,8,0,3,1,0,0.0,658.0
LL-I-13908011,0,645.0,0.0,400.0,1286.15,7,0,10,1,1,0,0.0,777.0
LL-I-15661987,0,360.0,0.0,500.0,1045.32,12,0,3,1,1,0,0.0,739.0
LL-I-12101832,0,590.0,0.0,800.0,2427.3,3,0,3,1,1,0,25.0,841.0
LL-I-08092831,2,590.0,0.0,500.0,1691.07,17,6,0,1,1,0,2.0,838.0
LL-I-12490540,4,590.0,0.0,400.0,1277.94,27,0,3,1,1,0,0.0,590.0
LL-I-13962746,3,645.0,0.0,800.0,2767.36,7,4,25,1,1,0,0.0,786.0
LL-I-12307387,0,590.0,0.0,600.0,1723.92,24,4,6,1,1,0,43.0,793.0
LL-I-04436687,4,590.0,0.0,400.0,1198.59,17,0,3,1,1,0,0.0,721.0
LL-I-14069215,4,590.0,0.0,450.0,1400.91,33,4,25,1,1,0,28.0,807.0
LL-I-12694560,0,645.0,0.0,1500.0,5040.61,2,4,10,1,1,0,0.0,822.0
LL-I-15782242,0,590.0,0.0,400.0,1166.16,19,4,25,1,1,0,0.0,508.0
LL-I-07638809,4,590.0,0.0,1250.0,3757.26,33,0,3,1,1,0,47.0,831.0
LL-I-18289195,0,680.0,0.0,700.0,2348.8,34,4,40,1,1,0,0.0,740.0
LL-I-10522074,1,590.0,1.0,1100.0,3273.95,27,7,0,1,1,0,1.0,836.0
LL-I-02835516,0,625.0,0.0,350.0,1125.77,27,0,3,1,1,0,18.0,549.0
LL-I-07978506,0,590.0,0.0,600.0,1689.44,27,4,115,1,1,1,21.0,806.0
LL-I-18535775,0,645.0,0.0,1000.0,3264.01,29,4,40,3,1,0,0.0,762.0
LL-I-12174470,0,590.0,0.0,350.0,1028.07,27,0,3,1,1,0,179.0,435.0
LL-I-14754163,0,590.0,0.0,500.0,1468.54,13,0,3,1,1,0,1.0,563.0
LL-I-09359822,4,449.0,1.0,500.0,739.59,38,6,0,1,1,0,16.0,691.0
LL-I-05599879,4,449.99,0.0,350.0,514.45,38,0,6,1,1,0,0.0,691.0
LL-I-16820317,3,359.0,0.0,500.0,821.35,36,4,25,1,1,0,0.0,530.0
LL-I-06760123,4,601.0,0.0,800.0,2414.0,21,0,6,1,1,0,76.0,633.0
LL-I-03608156,4,590.0,0.0,375.0,1131.93,27,0,6,1,1,0,5.0,461.0
LL-I-02976328,0,449.99,0.0,400.0,900.78,38,0,10,1,1,0,24.0,503.0
LL-I-04391648,4,590.0,0.0,400.0,1206.35,33,0,3,1,1,0,0.0,499.0
LL-I-12107366,4,590.0,0.0,500.0,1577.54,3,0,3,1,1,0,1.0,488.0
LL-I-13415086,4,625.0,0.0,350.0,1172.66,13,4,25,1,1,0,0.0,547.0
LL-I-04917014,4,449.99,0.0,600.0,879.16,38,4,75,1,1,0,0.0,849.0
LL-I-14053299,0,241.0,0.0,3000.0,7487.78,3,7,0,1,1,0,1.0,785.0
LL-I-08595433,0,531.0,1.0,500.0,1484.67,27,6,0,1,1,0,6.0,565.0
LL-I-07876009,0,590.0,0.0,900.0,2738.85,27,4,40,1,1,0,15.0,773.0
LL-I-05551013,0,650.0,0.0,250.0,800.92,13,0,10,1,1,0,0.0,757.0
LL-I-16716550,4,360.0,0.0,600.0,1335.33,12,4,25,1,1,0,1.0,672.0
LL-I-11047871,0,590.0,0.0,300.0,777.81,38,0,10,1,1,0,70.0,443.0
LL-I-09228278,1,360.0,1.0,800.0,1687.98,12,4,40,3,1,0,30.0,796.0
LL-I-05890899,0,601.0,0.0,600.0,1713.05,31,0,10,1,1,0,1.0,558.0
LL-I-08722021,0,590.0,0.0,500.0,1530.52,27,0,6,1,1,0,22.0,667.0
LL-I-17688198,4,360.0,0.0,900.0,2011.86,12,4,25,1,1,0,0.0,783.0
LL-I-09049416,0,600.0,0.0,601.0,1967.91,21,0,10,1,1,0,12.0,844.0
LL-I-14351388,0,645.0,0.0,400.0,1247.58,1,6,0,1,1,0,16.0,548.0
LL-I-12104567,4,490.0,1.0,700.0,1921.74,19,6,0,3,1,0,98.0,687.0
LL-I-09812128,4,490.0,0.0,300.0,832.52,19,0,6,3,1,0,25.0,687.0
LL-I-15928197,0,360.0,0.0,550.0,1181.57,12,4,25,1,1,0,0.0,742.0
LL-I-18213148,0,360.0,1.0,600.0,1367.91,12,6,0,1,1,0,9.0,742.0
LL-I-14820362,0,645.0,0.0,1000.0,3457.1,2,4,25,1,1,0,1.0,864.0
LL-I-18520257,0,590.0,1.0,500.0,1519.96,38,6,0,1,1,0,3.0,766.0
LL-I-05840788,0,590.0,0.0,350.0,940.49,27,0,6,1,1,0,0.0,740.0
LL-I-12952528,0,645.0,0.0,1250.0,4367.68,18,0,3,1,1,0,6.0,842.0
LL-I-12954216,0,645.0,0.0,700.0,2251.22,2,4,25,1,1,0,0.0,626.0
LL-I-08511893,2,199.0,0.0,3000.0,6632.45,3,7,0,1,1,0,16.0,933.0
LL-I-06088294,4,601.0,0.0,600.0,1830.29,21,0,6,1,1,0,96.0,691.0
LL-I-07245861,0,324.0,1.0,800.0,1480.76,12,6,0,1,1,0,36.0,800.0
LL-I-08329797,0,251.0,0.0,2600.0,6722.12,3,7,0,1,1,0,451.0,859.0
LL-I-17479730,2,359.0,0.0,1000.0,1766.84,36,4,25,1,1,0,0.0,756.0
LL-I-03786393,4,490.0,0.0,700.0,1815.42,19,6,0,1,1,0,24.0,763.0
LL-I-12348332,4,590.0,0.0,400.0,1217.62,37,4,6,1,1,0,0.0,757.0
LL-I-07420866,4,681.0,0.0,300.0,959.7,27,0,6,1,1,0,0.0,569.0
LL-I-15521577,0,645.0,0.0,900.0,2850.67,16,0,3,1,1,0,14.0,716.0
LL-I-08840688,1,590.0,0.0,700.0,2040.27,19,4,25,1,1,0,26.0,799.0
LL-I-01666242,0,625.0,0.0,350.0,1116.18,34,0,6,3,1,0,16.0,496.0
LL-I-12786771,0,590.0,0.0,300.0,978.95,38,0,6,1,1,0,0.0,752.0
LL-I-06609094,0,360.0,0.0,300.0,603.34,12,6,0,1,1,0,1.0,719.0
LL-I-18325674,4,359.0,0.0,600.0,1219.89,36,0,3,1,1,0,4.0,649.0
LL-I-10000673,0,590.0,0.0,300.0,968.11,13,6,0,1,1,0,11.0,625.0
LL-I-12535778,4,159.0,0.0,3100.0,6285.34,8,0,3,1,1,0,0.0,631.0
LL-I-06645030,0,251.0,0.0,2600.0,6751.08,3,7,0,1,1,0,17.0,750.0
LL-I-07383297,0,590.0,1.0,300.0,917.83,33,6,0,1,1,0,0.0,494.0
LL-I-06859152,0,625.0,0.0,350.0,1089.53,33,0,3,1,1,0,7.0,494.0
LL-I-13015528,0,645.0,0.0,1000.0,3167.02,29,4,25,1,1,0,0.0,818.0
LL-I-14541832,4,645.0,0.0,350.0,1200.36,7,0,3,1,1,0,1.0,577.0
LL-I-06024482,2,590.0,0.0,1000.0,3004.42,27,4,60,1,1,0,11.0,900.0
LL-I-15976723,0,359.0,0.0,900.0,1877.43,36,4,25,1,1,0,0.0,673.0
LL-I-07923141,0,441.0,1.0,1000.0,2471.67,19,6,0,1,1,0,3.0,817.0
LL-I-02653228,0,490.0,0.0,700.0,1863.1,19,4,75,1,1,0,34.0,817.0
LL-I-13772231,0,645.0,0.0,500.0,1559.57,18,4,25,1,1,0,2.0,836.0
LL-I-01162359,2,590.0,0.0,300.0,798.57,34,0,3,3,1,0,6.0,541.0
LL-I-15381386,3,680.0,0.0,500.0,1695.05,34,0,6,1,1,0,13.0,709.0
LL-I-17676279,0,180.2,0.0,500.0,763.13,4,4,40,1,1,0,0.0,790.0
LL-I-13434125,0,645.0,0.0,300.0,1053.4,10,4,10,1,1,0,0.0,790.0
LL-I-10600640,4,360.0,0.0,400.0,871.25,12,4,60,1,1,0,14.0,762.0
LL-I-03047481,0,601.0,0.0,700.0,1912.5,31,0,10,3,1,0,5.0,502.0
LL-I-12909601,0,645.0,0.0,300.0,1048.1,15,4,6,1,1,0,0.0,871.0
LL-I-01641901,0,590.0,0.0,800.0,2283.43,34,4,100,1,1,0,92.0,775.0
LL-I-13453933,0,645.0,0.0,300.0,935.51,2,4,6,1,1,0,0.0,745.0
LL-I-13769759,4,645.0,0.0,1500.0,5143.48,29,4,25,1,1,0,0.0,840.0
LL-I-10425872,0,324.0,1.0,1000.0,2065.09,12,6,0,1,1,0,0.0,647.0
LL-I-05452091,0,590.0,0.0,500.0,1539.93,27,0,6,1,1,0,16.0,588.0
LL-I-16367711,4,680.0,0.0,500.0,1812.44,34,0,3,3,1,0,7.0,604.0
LL-I-05658960,4,360.0,0.0,500.0,1069.74,12,0,6,1,1,0,0.0,618.0
LL-I-12580107,4,645.0,0.0,500.0,1705.72,29,0,3,1,1,0,3.0,802.0
LL-I-14462338,2,645.0,0.0,500.0,1606.59,1,0,3,1,1,0,0.0,608.0
LL-I-06543416,0,449.99,0.0,300.0,537.55,38,0,6,1,1,0,96.0,402.0
LL-I-06996928,4,650.0,0.0,300.0,939.29,27,0,3,1,1,0,0.0,635.0
LL-I-10225964,4,590.0,0.0,1000.0,3193.72,27,4,40,1,1,0,17.0,855.0
LL-I-13625336,0,645.0,0.0,500.0,1535.47,29,4,25,1,1,0,0.0,652.0
LL-I-12200494,4,590.0,0.0,375.0,1186.85,17,0,3,1,1,0,19.0,614.0
LL-I-16115732,3,590.0,0.0,500.0,1484.69,27,0,3,1,1,0,2.0,717.0
LL-I-12588972,3,645.0,0.0,500.0,1526.37,15,0,3,1,1,0,0.0,610.0
LL-I-09979760,0,449.0,0.0,350.0,769.41,38,0,6,1,1,0,23.0,593.0
LL-I-15753374,0,645.0,0.0,400.0,1228.5,1,0,6,1,1,0,27.0,565.0
LL-I-14634432,0,645.0,0.0,1500.0,4823.59,7,4,25,1,1,0,17.0,711.0
LL-I-12103586,2,199.0,0.0,2600.0,5753.34,3,7,0,1,1,0,11.0,720.0
LL-I-17864904,0,680.0,0.0,600.0,1918.2,34,4,25,1,1,0,2.0,700.0
LL-I-06448708,0,650.0,0.0,200.0,587.82,27,6,0,1,1,0,24.0,836.0
LL-I-17639246,0,680.0,0.0,350.0,1192.85,34,0,3,1,1,0,2.0,528.0
LL-I-03304673,3,475.0,1.0,400.0,985.63,27,6,0,1,1,0,1.0,819.0
LL-I-01637956,3,475.0,0.0,500.0,1365.53,27,4,25,1,1,0,259.0,819.0
LL-I-18221269,2,390.0,1.0,400.0,797.28,19,6,0,1,1,0,0.0,664.0
LL-I-16215928,2,490.0,0.0,400.0,1078.47,19,4,25,1,1,0,3.0,664.0
LL-I-09043150,4,531.0,1.0,650.0,1879.18,27,6,0,1,1,0,103.0,703.0
LL-I-04095979,0,590.0,0.0,600.0,1642.51,27,0,6,1,1,0,2.0,703.0
LL-I-13636996,0,590.0,1.0,400.0,1282.78,29,8,0,1,1,0,1.0,560.0
LL-I-04297804,0,360.0,0.0,500.0,995.5,12,0,3,1,1,0,18.0,452.0
LL-I-16491166,0,590.0,0.0,500.0,1468.54,27,4,25,1,1,0,0.0,650.0
LL-I-02471595,0,601.0,0.0,700.0,1912.95,31,0,6,1,1,0,0.0,633.0
LL-I-06270241,4,490.0,1.0,350.0,908.56,19,6,0,1,1,0,0.0,551.0
LL-I-16941344,2,180.2,0.0,500.0,755.33,4,4,25,1,1,0,0.0,657.0
LL-I-06276795,4,490.0,0.0,400.0,1020.34,19,0,6,1,1,0,15.0,560.0
LL-I-04137703,0,601.0,0.0,600.0,1662.54,21,0,3,1,1,0,0.0,609.0
LL-I-16954611,0,360.0,0.0,400.0,859.28,12,0,3,1,1,0,13.0,674.0
